entropy,add_num_nodes,add_num_edges,add_avg_in_degree,add_avg_out_degree,add_max_degree,add_sum_degree,add_avg_degree,del_num_nodes,del_num_edges,contains_bug
3.315936798,35,73,2.0857,2.0857,14,146,4,34,69,TRUE
0.704576713,14,18,1.2857,1.2857,7,36,2,3,3,TRUE
6.960501916,45,131,2.9111,2.9111,26,262,5,43,128,TRUE
0.470289811,27,46,1.7037,1.7037,12,92,3,29,54,TRUE
7.390946654,46,132,2.8696,2.8696,24,264,5,42,109,TRUE
1.882102253,21,33,1.5714,1.5714,10,66,3,13,16,TRUE
1.653715388,20,32,1.6,1.6,11,64,3,16,23,TRUE
1.766659553,27,44,1.6296,1.6296,11,88,3,9,12,TRUE
3.875326532,39,84,2.1538,2.1538,15,168,4,39,79,TRUE
1.807354922,19,28,1.4737,1.4737,8,56,2,19,28,TRUE
0.900485433,9,10,1.1111,1.1111,6,20,2,28,49,TRUE
2.658917106,27,40,1.4815,1.4815,11,80,3,11,16,TRUE
4.412848097,40,95,2.375,2.375,21,190,4,38,95,TRUE
3.324706405,18,31,1.7222,1.7222,10,62,3,18,31,TRUE
0.957169775,25,57,2.28,2.28,17,114,4,18,31,TRUE
3.839748688,36,90,2.5,2.5,20,180,5,36,96,TRUE
1.211293825,26,46,1.7692,1.7692,15,92,3,25,43,TRUE
3.773293737,39,94,2.4103,2.4103,27,188,4,37,88,TRUE
4.273395113,38,75,1.9737,1.9737,16,150,3,41,83,TRUE
3.396653888,20,28,1.4,1.4,10,56,2,8,8,TRUE
3.762024083,36,82,2.2778,2.2778,20,164,4,35,86,TRUE
0,12,14,1.1667,1.1667,5,28,2,13,15,TRUE
3.572259179,28,52,1.8571,1.8571,14,104,3,41,94,TRUE
2.522503174,35,75,2.1429,2.1429,15,150,4,34,68,TRUE
2.054044301,29,53,1.8276,1.8276,13,106,3,25,42,TRUE
3.142233941,37,79,2.1351,2.1351,15,158,4,35,79,TRUE
1.124562014,25,49,1.96,1.96,13,98,3,33,63,TRUE
4.007052516,31,71,2.2903,2.2903,19,142,4,51,135,TRUE
2.237763213,27,47,1.7407,1.7407,11,94,3,22,33,TRUE
2.344293183,18,25,1.3889,1.3889,9,50,2,28,51,TRUE
0,29,53,1.8276,1.8276,14,106,3,22,32,TRUE
2.052521176,30,57,1.9,1.9,13,114,3,16,25,TRUE
2.935328558,30,63,2.1,2.1,16,126,4,29,59,TRUE
0.650022422,21,30,1.4286,1.4286,11,60,2,24,38,TRUE
2.623927387,32,63,1.9688,1.9688,13,126,3,25,42,TRUE
3.306926861,36,90,2.5,2.5,22,180,5,31,79,TRUE
0,19,28,1.4737,1.4737,9,56,2,18,26,TRUE
3.955096634,33,63,1.9091,1.9091,14,126,3,24,45,TRUE
1.982868243,28,50,1.7857,1.7857,11,100,3,21,35,TRUE
3.472307923,34,71,2.0882,2.0882,15,142,4,28,52,TRUE
2.506126064,25,41,1.64,1.64,14,82,3,7,9,TRUE
1.409360865,23,39,1.6957,1.6957,14,78,3,18,26,TRUE
2.570123825,18,27,1.5,1.5,10,54,3,18,27,TRUE
1.649276999,21,33,1.5714,1.5714,11,66,3,22,35,TRUE
1.773263856,25,45,1.8,1.8,12,90,3,20,30,TRUE
0.351118993,32,56,1.75,1.75,11,112,3,30,51,TRUE
3.058280803,23,42,1.8261,1.8261,13,84,3,30,65,TRUE
5.225603587,39,78,2,2,16,156,4,33,64,TRUE
4.850948793,12,19,1.5833,1.5833,10,38,3,32,59,TRUE
3.112146801,35,67,1.9143,1.9143,16,134,3,34,63,TRUE
4.158926818,40,91,2.275,2.275,20,182,4,38,80,TRUE
3.419761043,26,46,1.7692,1.7692,12,92,3,22,37,TRUE
1.94000576,20,34,1.7,1.7,11,68,3,21,37,TRUE
2.306520415,13,18,1.3846,1.3846,8,36,2,13,18,FALSE
0,6,6,1,1,4,12,2,6,6,FALSE
0,3,3,1,1,4,6,2,3,3,FALSE
1.657327078,23,40,1.7391,1.7391,11,80,3,26,50,FALSE
1.702589796,25,40,1.6,1.6,9,80,3,14,19,FALSE
0,20,33,1.65,1.65,9,66,3,23,37,FALSE
2.306520415,13,18,1.3846,1.3846,8,36,2,13,18,FALSE
0,12,15,1.25,1.25,7,30,2,19,29,FALSE
1.584962501,15,19,1.2667,1.2667,8,38,2,11,13,FALSE
0,14,19,1.3571,1.3571,8,38,2,8,11,FALSE
0,8,11,1.375,1.375,6,22,2,8,11,FALSE
0,12,15,1.25,1.25,6,30,2,3,2,FALSE
1.106256103,7,7,1,1,4,14,2,7,7,FALSE
0,26,40,1.5385,1.5385,11,80,3,22,33,FALSE
0.642206422,16,19,1.1875,1.1875,5,38,2,16,19,FALSE
0.970950594,9,11,1.2222,1.2222,6,22,2,3,4,FALSE
0,6,5,0.8333,0.8333,5,10,2,6,5,FALSE
0.936667382,10,13,1.3,1.3,5,26,2,22,37,FALSE
0,13,17,1.3077,1.3077,7,34,2,5,6,FALSE
0,19,27,1.4211,1.4211,10,54,2,11,13,FALSE
2.718463344,19,28,1.4737,1.4737,10,56,2,29,60,FALSE
0,21,36,1.7143,1.7143,12,72,3,17,27,FALSE
0,10,13,1.3,1.3,7,26,2,2,1,FALSE
0,6,8,1.3333,1.3333,5,16,2,3,2,FALSE
2.582167,27,50,1.8519,1.8519,11,100,3,24,42,FALSE
1.530124965,7,8,1.1429,1.1429,5,16,2,9,11,FALSE
0,10,12,1.2,1.2,6,24,2,10,12,FALSE
0.811278124,18,28,1.5556,1.5556,11,56,3,17,23,FALSE
0.764204507,8,11,1.375,1.375,6,22,2,9,8,FALSE
0,6,6,1,1,4,12,2,6,6,FALSE
1.455925683,21,38,1.8095,1.8095,12,76,3,9,14,FALSE
2.349188563,18,28,1.5556,1.5556,10,56,3,21,41,FALSE
0.918295834,9,13,1.4444,1.4444,7,26,2,9,13,FALSE
1.890244561,12,17,1.4167,1.4167,7,34,2,33,63,FALSE
0,5,3,0.6,0.6,2,6,1,21,35,FALSE
0.970950594,20,26,1.3,1.3,8,52,2,22,34,FALSE
0,26,40,1.5385,1.5385,11,80,3,22,33,FALSE
0.749595257,13,15,1.1538,1.1538,6,30,2,15,20,FALSE
0.619382195,23,38,1.6522,1.6522,9,76,3,11,13,FALSE
0,20,33,1.65,1.65,9,66,3,23,37,FALSE
1.405639062,20,32,1.6,1.6,11,64,3,13,18,FALSE
0,22,33,1.5,1.5,9,66,3,8,10,FALSE
0.650022422,19,31,1.6316,1.6316,11,62,3,18,25,FALSE
0,9,12,1.3333,1.3333,7,24,2,2,1,FALSE
0.932111568,19,29,1.5263,1.5263,9,58,3,10,10,FALSE
2.921928095,4,4,1,1,5,8,2,4,4,FALSE
0,8,9,1.125,1.125,4,18,2,8,9,FALSE
0,29,51,1.7586,1.7586,12,102,3,13,18,FALSE
0.863120569,9,11,1.2222,1.2222,6,22,2,8,11,FALSE
0.999525689,13,17,1.3077,1.3077,7,34,2,15,21,FALSE
0.591672779,8,9,1.125,1.125,4,18,2,18,28,FALSE
4.373741011,21,42,2,2,16,84,4,23,46,FALSE
1.626428632,4,4,1,1,4,8,2,3,3,FALSE
0,11,15,1.3636,1.3636,7,30,2,12,15,FALSE
0.954434003,14,22,1.5714,1.5714,10,44,3,13,18,FALSE
0,9,10,1.1111,1.1111,4,20,2,9,10,FALSE
0,12,19,1.5833,1.5833,10,38,3,11,15,FALSE
0,10,14,1.4,1.4,7,28,2,10,14,FALSE
1.5,18,29,1.6111,1.6111,9,58,3,18,29,FALSE
0.941150452,29,71,2.4483,2.4483,13,142,4,27,65,FALSE
0,7,7,1,1,4,14,2,7,7,FALSE
0,17,22,1.2941,1.2941,9,44,2,7,9,FALSE
1.295461844,3,2,0.6667,0.6667,2,4,1,5,7,FALSE
0,8,8,1,1,5,16,2,8,8,FALSE
0.591672779,18,28,1.5556,1.5556,8,56,3,7,7,FALSE
1.561885779,30,59,1.9667,1.9667,15,118,3,35,76,FALSE
2.747903971,30,59,1.9667,1.9667,15,118,4,31,62,FALSE
0,6,6,1,1,4,12,2,6,6,FALSE
1.584962501,15,19,1.2667,1.2667,8,38,2,11,13,FALSE
0,6,8,1.3333,1.3333,5,16,2,4,3,FALSE
1.455925683,21,38,1.8095,1.8095,12,76,3,9,14,FALSE
0,10,15,1.5,1.5,6,30,3,10,15,FALSE
3.17615065,3,3,1,1,4,6,2,3,3,FALSE
0.985228136,21,36,1.7143,1.7143,10,72,3,13,21,FALSE
0.721928095,11,11,1,1,6,22,2,6,6,FALSE
0.863120569,9,11,1.2222,1.2222,6,22,2,8,11,FALSE
0,18,33,1.8333,1.8333,11,66,3,4,4,FALSE
1.507861222,11,15,1.3636,1.3636,7,30,2,17,22,FALSE
0,6,8,1.3333,1.3333,5,16,2,4,3,FALSE
0.764204507,8,11,1.375,1.375,6,22,2,9,8,FALSE
2.32942261,20,32,1.6,1.6,10,64,3,16,23,FALSE
1.581581478,14,21,1.5,1.5,8,42,3,2,1,FALSE
0,15,20,1.3333,1.3333,7,40,2,11,15,FALSE
1.96559623,6,9,1.5,1.5,6,18,3,3,4,FALSE
0,7,9,1.2857,1.2857,4,18,2,11,18,FALSE
2.713368522,31,68,2.1935,2.1935,17,136,4,32,70,FALSE
0.976634911,15,19,1.2667,1.2667,7,38,2,4,2,FALSE
0,16,26,1.625,1.625,9,52,3,16,26,FALSE
0,7,8,1.1429,1.1429,5,16,2,7,8,FALSE
1.309296668,3,3,1,1,4,6,2,3,3,FALSE
0,17,25,1.4706,1.4706,9,50,2,8,8,FALSE
0,11,15,1.3636,1.3636,7,30,2,12,15,FALSE
0,21,31,1.4762,1.4762,8,62,2,18,25,FALSE
3.111304857,31,71,2.2903,2.2903,17,142,4,31,71,FALSE
0,9,11,1.2222,1.2222,6,22,2,9,11,FALSE
0,7,9,1.2857,1.2857,5,18,2,12,17,FALSE
2.32942261,20,32,1.6,1.6,10,64,3,16,23,FALSE
0,19,28,1.4737,1.4737,9,56,2,15,20,FALSE
0.619382195,23,38,1.6522,1.6522,9,76,3,11,13,FALSE
0,24,36,1.5,1.5,12,72,3,7,10,FALSE
0,14,21,1.5,1.5,8,42,3,14,21,FALSE
2.845100066,18,23,1.2778,1.2778,8,46,2,6,7,FALSE
1.515727327,12,18,1.5,1.5,8,36,3,10,12,FALSE
0,3,2,0.6667,0.6667,2,4,1,3,2,FALSE
0,7,7,1,1,4,14,2,7,7,FALSE
0.863120569,27,46,1.7037,1.7037,12,92,3,20,35,FALSE
0,15,20,1.3333,1.3333,5,40,2,12,13,FALSE
0,8,8,1,1,4,16,2,8,8,FALSE
0,10,12,1.2,1.2,4,24,2,9,12,FALSE
0,12,17,1.4167,1.4167,7,34,2,12,17,FALSE
4.373741011,21,42,2,2,16,84,4,23,46,FALSE
0.976020648,14,19,1.3571,1.3571,8,38,2,6,6,FALSE
1.360964047,20,29,1.45,1.45,11,58,2,11,14,FALSE
0,26,40,1.5385,1.5385,11,80,3,22,33,FALSE
3.692870654,13,19,1.4615,1.4615,9,38,2,44,102,FALSE
0,11,13,1.1818,1.1818,5,26,2,12,16,FALSE
0,17,22,1.2941,1.2941,9,44,2,7,9,FALSE
0.380946586,6,6,1,1,5,12,2,6,6,FALSE
1.746791491,20,33,1.65,1.65,14,66,3,33,66,FALSE
2.505684823,40,73,1.825,1.825,15,146,3,40,73,FALSE
0,15,20,1.3333,1.3333,7,40,2,11,15,FALSE
1.436545552,19,24,1.2632,1.2632,10,48,2,19,25,FALSE
0.503258335,18,31,1.7222,1.7222,10,62,3,18,31,FALSE
1.309296668,3,3,1,1,4,6,2,3,3,FALSE
0,7,9,1.2857,1.2857,5,18,2,12,17,FALSE
2.672071857,25,42,1.68,1.68,10,84,3,23,38,FALSE
0,8,11,1.375,1.375,6,22,2,8,11,FALSE
1.438758681,12,12,1,1,5,24,2,11,9,FALSE
5.360380913,10,11,1.1,1.1,6,22,2,41,90,FALSE
0,7,9,1.2857,1.2857,5,18,2,12,17,FALSE
0.721928095,11,11,1,1,6,22,2,6,6,FALSE
0.811278124,13,16,1.2308,1.2308,6,32,2,13,15,FALSE
0,8,9,1.125,1.125,4,18,2,8,9,FALSE
3.382399143,17,23,1.3529,1.3529,7,46,2,17,23,FALSE
0,5,6,1.2,1.2,4,12,2,5,6,FALSE
3.093951958,16,24,1.5,1.5,11,48,3,16,24,FALSE
0,6,9,1.5,1.5,6,18,3,6,9,FALSE
2.713368522,31,68,2.1935,2.1935,17,136,4,32,70,FALSE
0,22,37,1.6818,1.6818,11,74,3,8,8,FALSE
0.961236605,16,23,1.4375,1.4375,9,46,2,3,3,FALSE
0.764204507,18,28,1.5556,1.5556,11,56,3,17,23,FALSE
1.553425561,19,31,1.6316,1.6316,11,62,3,21,34,FALSE
0,7,7,1,1,4,14,2,7,7,FALSE
0.811278124,18,28,1.5556,1.5556,11,56,3,17,23,FALSE
2.834507165,9,13,1.4444,1.4444,6,26,2,8,12,FALSE
0,7,7,1,1,4,14,2,7,7,FALSE
0.863120569,18,25,1.3889,1.3889,8,50,2,17,21,FALSE
1.553425561,19,31,1.6316,1.6316,11,62,3,21,34,FALSE
0,19,28,1.4737,1.4737,9,56,2,15,20,FALSE
1.946926472,16,26,1.625,1.625,10,52,3,18,32,FALSE
1.295461844,3,2,0.6667,0.6667,2,4,1,5,7,FALSE
0,7,7,1,1,4,14,2,7,7,FALSE
0,14,19,1.3571,1.3571,8,38,2,8,11,FALSE
0,17,24,1.4118,1.4118,8,48,2,3,3,FALSE
0,7,9,1.2857,1.2857,5,18,2,12,17,FALSE
1.455925683,21,38,1.8095,1.8095,12,76,3,9,14,FALSE
0,13,18,1.3846,1.3846,7,36,2,12,15,FALSE
1.746791491,20,33,1.65,1.65,14,66,3,33,66,FALSE
0,13,17,1.3077,1.3077,7,34,2,8,11,FALSE
0,3,2,0.6667,0.6667,2,4,1,7,8,FALSE
2.613830024,37,74,2,2,17,148,4,33,59,FALSE
0,8,9,1.125,1.125,5,18,2,8,9,FALSE
0.904381458,31,58,1.871,1.871,13,116,3,33,65,FALSE
0,24,34,1.4167,1.4167,10,68,2,0,0,FALSE
2.467460507,30,56,1.8667,1.8667,12,112,3,37,72,FALSE
4.20970824,14,21,1.5,1.5,8,42,3,7,10,FALSE
0,13,18,1.3846,1.3846,7,36,2,12,15,FALSE
0.749595257,13,15,1.1538,1.1538,6,30,2,15,20,FALSE
1,21,30,1.4286,1.4286,9,60,3,9,12,FALSE
0,10,12,1.2,1.2,4,24,2,9,12,FALSE
1.106256103,7,7,1,1,4,14,2,7,7,FALSE
1.920349408,20,35,1.75,1.75,11,70,3,17,26,FALSE
0,6,9,1.5,1.5,6,18,3,6,9,FALSE
1.438758681,12,12,1,1,5,24,2,11,9,FALSE
2.613830024,37,74,2,2,17,148,4,33,59,FALSE
0,13,21,1.6154,1.6154,7,42,3,13,21,FALSE
0,14,23,1.6429,1.6429,10,46,3,14,23,FALSE
2.467460507,30,56,1.8667,1.8667,12,112,3,37,72,FALSE
0,8,11,1.375,1.375,6,22,2,8,11,FALSE
2.845100066,18,23,1.2778,1.2778,8,46,2,6,7,FALSE
1.802386474,27,47,1.7407,1.7407,11,94,3,16,25,FALSE
0,14,23,1.6429,1.6429,10,46,3,14,23,FALSE
1.360964047,20,29,1.45,1.45,11,58,2,11,14,FALSE
0,14,23,1.6429,1.6429,10,46,3,14,23,FALSE
0,11,15,1.3636,1.3636,7,30,2,12,15,FALSE
0,22,37,1.6818,1.6818,11,74,3,8,8,FALSE
0,14,23,1.6429,1.6429,10,46,3,14,23,FALSE
0,9,10,1.1111,1.1111,4,20,2,9,10,FALSE
0,17,23,1.3529,1.3529,9,46,2,16,20,FALSE
1.936378768,19,28,1.4737,1.4737,11,56,2,13,23,FALSE
0,12,19,1.5833,1.5833,10,38,3,11,15,FALSE
0,18,24,1.3333,1.3333,8,48,2,7,9,FALSE
0,13,18,1.3846,1.3846,7,36,2,12,15,FALSE
0,22,34,1.5455,1.5455,9,68,3,20,30,FALSE
0,17,23,1.3529,1.3529,9,46,2,16,20,FALSE
0.863120569,9,11,1.2222,1.2222,6,22,2,8,11,FALSE
0,10,12,1.2,1.2,4,24,2,9,12,FALSE
0,17,22,1.2941,1.2941,9,44,2,7,9,FALSE
0,6,9,1.5,1.5,6,18,3,6,9,FALSE
0.904381458,31,58,1.871,1.871,13,116,3,33,65,FALSE
4.949564674,0,0,0,0,0,0,0,0,0,FALSE
1.548580607,7,10,1.4286,1.4286,5,20,2,4,6,FALSE
0,3,3,1,1,4,6,2,3,3,FALSE
1.109726204,20,32,1.6,1.6,8,64,3,18,27,FALSE
0,7,9,1.2857,1.2857,6,18,2,6,6,FALSE
0.380946586,6,6,1,1,5,12,2,6,6,FALSE
0.936667382,10,13,1.3,1.3,5,26,2,22,37,FALSE
0,18,33,1.8333,1.8333,11,66,3,4,4,FALSE
2.333206219,21,32,1.5238,1.5238,10,64,3,19,31,FALSE
1.460222616,22,33,1.5,1.5,10,66,3,18,25,FALSE
0.904381458,31,58,1.871,1.871,13,116,3,33,65,FALSE
0.315997133,23,33,1.4348,1.4348,10,66,2,10,12,FALSE
0,17,23,1.3529,1.3529,8,46,2,7,8,FALSE
1.460222616,18,25,1.3889,1.3889,9,50,2,22,33,FALSE
0,24,36,1.5,1.5,12,72,3,7,10,FALSE
0,22,32,1.4545,1.4545,11,64,2,29,54,FALSE
0,22,37,1.6818,1.6818,11,74,3,8,8,FALSE
1.908720787,18,36,2,2,13,72,4,17,35,FALSE
0,8,9,1.125,1.125,5,18,2,8,9,FALSE
3.366091329,20,34,1.7,1.7,10,68,3,20,34,FALSE
0,6,8,1.3333,1.3333,5,16,2,4,3,FALSE
0.672294817,10,13,1.3,1.3,6,26,2,10,13,FALSE
3.366091329,20,34,1.7,1.7,10,68,3,20,34,FALSE
0.593079021,26,47,1.8077,1.8077,12,94,3,22,37,FALSE
1.752715279,21,34,1.619,1.619,10,68,3,19,27,FALSE
0,17,24,1.4118,1.4118,8,48,2,3,3,FALSE
0,10,12,1.2,1.2,4,24,2,11,15,FALSE
0,16,26,1.625,1.625,9,52,3,16,26,FALSE
0,17,24,1.4118,1.4118,8,48,2,18,25,FALSE
0,20,31,1.55,1.55,9,62,3,8,9,FALSE
0,19,28,1.4737,1.4737,9,56,2,12,17,FALSE
0,8,8,1,1,4,16,2,8,8,FALSE
0,28,48,1.7143,1.7143,12,96,3,23,39,FALSE
0,6,8,1.3333,1.3333,5,16,2,4,3,FALSE
0,17,23,1.3529,1.3529,8,46,2,7,8,FALSE
0,14,22,1.5714,1.5714,10,44,3,14,22,FALSE
0,13,17,1.3077,1.3077,6,34,2,13,17,FALSE
0,9,10,1.1111,1.1111,4,20,2,9,10,FALSE
2.747903971,30,59,1.9667,1.9667,15,118,4,31,62,FALSE
0,13,16,1.2308,1.2308,7,32,2,11,14,FALSE
5.889680181,7,7,1,1,4,14,2,7,7,FALSE
0,12,17,1.4167,1.4167,7,34,2,7,8,FALSE
0,6,9,1.5,1.5,6,18,3,6,9,FALSE
0.976634911,15,19,1.2667,1.2667,7,38,2,4,2,FALSE
2.613830024,37,74,2,2,17,148,4,33,59,FALSE
0,8,8,1,1,4,16,2,8,8,FALSE
0.672294817,10,13,1.3,1.3,6,26,2,10,13,FALSE
2.747903971,30,59,1.9667,1.9667,15,118,4,31,62,FALSE
0.985228136,21,36,1.7143,1.7143,10,72,3,13,21,FALSE
0,26,40,1.5385,1.5385,11,80,3,22,33,FALSE
1.106256103,7,7,1,1,4,14,2,7,7,FALSE
0,12,19,1.5833,1.5833,10,38,3,11,15,FALSE
0,14,17,1.2143,1.2143,7,34,2,4,3,FALSE
2.718463344,19,28,1.4737,1.4737,10,56,2,29,60,FALSE
0,3,2,0.6667,0.6667,2,4,1,7,8,FALSE
0,8,11,1.375,1.375,6,22,2,8,11,FALSE
0,14,23,1.6429,1.6429,10,46,3,14,23,FALSE
0,19,31,1.6316,1.6316,9,62,3,19,31,FALSE
0,13,16,1.2308,1.2308,7,32,2,11,14,FALSE
0.976020648,14,19,1.3571,1.3571,8,38,2,6,6,FALSE
0,14,22,1.5714,1.5714,10,44,3,14,22,FALSE
0,8,8,1,1,4,16,2,8,8,FALSE
0,7,9,1.2857,1.2857,5,18,2,7,9,FALSE
0,20,24,1.2,1.2,8,48,2,8,9,FALSE
0.941150452,29,71,2.4483,2.4483,13,142,4,27,65,FALSE
0,21,31,1.4762,1.4762,8,62,2,18,25,FALSE
0.985228136,21,36,1.7143,1.7143,10,72,3,13,21,FALSE
0,8,10,1.25,1.25,6,20,2,20,33,FALSE
2.718463344,19,28,1.4737,1.4737,10,56,2,29,60,FALSE
0.99107606,22,35,1.5909,1.5909,10,70,3,10,11,FALSE
3.111304857,31,71,2.2903,2.2903,17,142,4,31,71,FALSE
0,19,27,1.4211,1.4211,10,54,2,11,13,FALSE
2.747903971,30,59,1.9667,1.9667,15,118,4,31,62,FALSE
0.619382195,23,38,1.6522,1.6522,9,76,3,11,13,FALSE
0,8,9,1.125,1.125,4,18,2,8,9,FALSE
0,17,24,1.4118,1.4118,8,48,2,3,3,FALSE
1.515727327,12,18,1.5,1.5,8,36,3,10,12,FALSE
0,8,9,1.125,1.125,4,18,2,8,9,FALSE
0,10,13,1.3,1.3,7,26,2,2,1,FALSE
0,4,3,0.75,0.75,3,6,1,4,3,FALSE
2.30134844,18,28,1.5556,1.5556,8,56,3,18,28,FALSE
0,24,40,1.6667,1.6667,12,80,3,7,7,FALSE
1.639602808,28,46,1.6429,1.6429,11,92,3,19,26,FALSE
0.918295834,9,13,1.4444,1.4444,7,26,2,9,13,FALSE
0.591672779,8,9,1.125,1.125,4,18,2,18,28,FALSE
1.746791491,20,33,1.65,1.65,14,66,3,33,66,FALSE
3.576974551,3,2,0.6667,0.6667,2,4,1,3,2,FALSE
1.521928095,9,12,1.3333,1.3333,6,24,2,9,12,FALSE
0,19,27,1.4211,1.4211,10,54,2,11,13,FALSE
0,7,7,1,1,4,14,2,7,7,FALSE
1.460222616,18,25,1.3889,1.3889,9,50,2,22,33,FALSE
1.553425561,19,31,1.6316,1.6316,11,62,3,21,34,FALSE
2.910992253,10,13,1.3,1.3,7,26,2,9,12,FALSE
2.747903971,30,59,1.9667,1.9667,15,118,4,31,62,FALSE
0.672294817,10,13,1.3,1.3,6,26,2,10,13,FALSE
0.787126586,13,19,1.4615,1.4615,7,38,2,3,2,FALSE
4.373741011,21,42,2,2,16,84,4,23,46,FALSE
0,13,17,1.3077,1.3077,7,34,2,5,6,FALSE
1.530124965,7,8,1.1429,1.1429,5,16,2,9,11,FALSE
1.494349704,3,3,1,1,4,6,2,3,3,FALSE
0,10,12,1.2,1.2,4,24,2,9,12,FALSE
1.936378768,19,28,1.4737,1.4737,11,56,2,13,23,FALSE
2.30134844,18,28,1.5556,1.5556,8,56,3,18,28,FALSE
1,3,2,0.6667,0.6667,2,4,1,3,2,FALSE
0,7,9,1.2857,1.2857,6,18,2,6,7,FALSE
0,8,8,1,1,4,16,2,8,8,FALSE
2.613830024,37,74,2,2,17,148,4,33,59,FALSE
0,12,17,1.4167,1.4167,7,34,2,7,8,FALSE
0,18,33,1.8333,1.8333,11,66,3,4,4,FALSE
0,17,26,1.5294,1.5294,7,52,3,16,23,FALSE
0,13,17,1.3077,1.3077,9,34,2,10,11,FALSE
0.912218204,19,27,1.4211,1.4211,8,54,2,12,17,FALSE
0,8,8,1,1,4,16,2,8,8,FALSE
0.764204507,8,11,1.375,1.375,6,22,2,9,8,FALSE
0,3,2,0.6667,0.6667,2,4,1,7,8,FALSE
0,7,7,1,1,4,14,2,7,7,FALSE
0,6,8,1.3333,1.3333,5,16,2,3,2,FALSE
2.718463344,19,28,1.4737,1.4737,10,56,2,29,60,FALSE
2.67461436,27,47,1.7407,1.7407,12,94,3,22,37,FALSE
0,3,3,1,1,4,6,2,3,3,FALSE
0,17,24,1.4118,1.4118,8,48,2,3,3,FALSE
1.798285475,19,35,1.8421,1.8421,10,70,3,23,39,FALSE
0.863120569,19,27,1.4211,1.4211,8,54,2,13,17,FALSE
1.493688758,27,56,2.0741,2.0741,13,112,4,27,54,FALSE
0,12,19,1.5833,1.5833,10,38,3,11,15,FALSE
1.904523067,15,22,1.4667,1.4667,7,44,2,15,21,FALSE
0,3,3,1,1,4,6,2,3,3,FALSE
1.549397853,25,38,1.52,1.52,9,76,3,20,32,FALSE
0,18,33,1.8333,1.8333,11,66,3,4,4,FALSE
0,9,8,0.8889,0.8889,4,16,1,13,17,FALSE
0.954434003,17,23,1.3529,1.3529,8,46,2,11,12,FALSE
0,20,31,1.55,1.55,9,62,3,8,9,FALSE
1.44664796,19,27,1.4211,1.4211,9,54,2,18,24,FALSE
1.665103187,26,41,1.5769,1.5769,11,82,3,22,34,FALSE
0,27,47,1.7407,1.7407,16,94,3,3,2,FALSE
0,19,31,1.6316,1.6316,9,62,3,19,31,FALSE
0,3,2,0.6667,0.6667,2,4,1,3,2,FALSE
0,6,5,0.8333,0.8333,3,10,2,0,0,FALSE
0,8,9,1.125,1.125,4,18,2,8,9,FALSE
0,10,12,1.2,1.2,4,24,2,11,15,FALSE
0.811278124,18,28,1.5556,1.5556,11,56,3,17,23,FALSE
4.949564674,0,0,0,0,0,0,0,0,0,FALSE
0,8,8,1,1,4,16,2,8,8,FALSE
0.69621226,13,21,1.6154,1.6154,9,42,3,10,15,FALSE
3.093951958,16,24,1.5,1.5,11,48,3,16,24,FALSE
0.932111568,19,29,1.5263,1.5263,9,58,3,10,10,FALSE
0.964078765,14,17,1.2143,1.2143,8,34,2,10,10,FALSE
0,5,6,1.2,1.2,4,12,2,5,6,FALSE
0,11,15,1.3636,1.3636,6,30,2,11,14,FALSE
0,16,21,1.3125,1.3125,8,42,2,17,22,FALSE
1.418295834,21,29,1.381,1.381,8,58,2,16,23,FALSE
0.591672779,8,9,1.125,1.125,4,18,2,18,28,FALSE
0,19,28,1.4737,1.4737,9,56,2,3,3,FALSE
0.811278124,13,16,1.2308,1.2308,6,32,2,13,15,FALSE
0.999525689,13,17,1.3077,1.3077,7,34,2,15,21,FALSE
2.119329074,19,30,1.5789,1.5789,12,60,3,11,14,FALSE
0.954434003,17,23,1.3529,1.3529,8,46,2,11,12,FALSE
1.584962501,15,19,1.2667,1.2667,8,38,2,11,13,FALSE
0.918295834,9,13,1.4444,1.4444,7,26,2,9,13,FALSE
0,7,9,1.2857,1.2857,5,18,2,7,9,FALSE
0.291818257,15,20,1.3333,1.3333,5,40,2,15,20,FALSE
1.309296668,3,3,1,1,4,6,2,3,3,FALSE
1.455925683,21,38,1.8095,1.8095,12,76,3,9,14,FALSE
1.600838843,19,33,1.7368,1.7368,11,66,3,19,33,FALSE
0.642206422,16,19,1.1875,1.1875,5,38,2,16,19,FALSE
0,21,36,1.7143,1.7143,12,72,3,17,27,FALSE
1.904523067,15,22,1.4667,1.4667,7,44,2,15,21,FALSE
1.90255033,26,41,1.5769,1.5769,12,82,3,3,2,FALSE
0,13,21,1.6154,1.6154,7,42,3,13,21,FALSE
0.811278124,18,28,1.5556,1.5556,11,56,3,17,23,FALSE
1.908720787,18,36,2,2,13,72,4,17,35,FALSE
0,6,6,1,1,4,12,2,6,6,FALSE
0,12,19,1.5833,1.5833,10,38,3,11,15,FALSE
1.360964047,20,29,1.45,1.45,11,58,2,11,14,FALSE
0.591672779,8,9,1.125,1.125,4,18,2,18,28,FALSE
0.863120569,9,11,1.2222,1.2222,6,22,2,8,11,FALSE
0,13,17,1.3077,1.3077,6,34,2,13,17,FALSE
1.946926472,16,26,1.625,1.625,10,52,3,18,32,FALSE
0,11,13,1.1818,1.1818,5,26,2,12,16,FALSE
2.306520415,13,18,1.3846,1.3846,8,36,2,13,18,FALSE
0,19,26,1.3684,1.3684,8,52,2,16,18,FALSE
