ns,ent,nrev,tcmt,rexp,oexp,rrexp,orexp,osexp,NAME OP NL,contains_bug
1,0.841441022,16,102,1413,1419,1358,1364,1323,6,0
1,0.73011145,4,14,510,527,454,467,364,50,0
1,0.767156563,2,12,733,771,562,600,601,2,0
1,0.849208574,0,0,0,0,0,0,0,2,0
1,0.973719648,7,68,2752,2773,2494,2515,1899,2,0
1,0.838036844,0,0,0,0,0,0,0,0,0
1,0.985228136,8,38,545,547,545,547,532,0,0
1,0.970950594,3,21,2031,2080,1955,2003,1725,0,0
1,0.860964047,0,0,0,0,0,0,0,0,0
1,0.818461842,20,101,2077,2111,1844,1878,2001,0,0
1,0.918295834,2,9,773,780,571,578,618,0,0
1,0.537515933,4,20,795,796,767,768,656,1,0
1,0.99982926,0,0,0,0,0,0,0,4,0
1,0.55201164,1,7,1134,1142,969,977,972,1,0
1,0,3,49,1040,1043,899,902,513,0,0
1,0,1,15,1100,1333,959,1137,675,0,0
1,0.877106612,3,20,402,566,353,517,503,0,0
1,0.999591034,5,27,574,586,496,508,403,9,0
1,0.878346328,16,129,3241,3253,2718,2730,3043,5,0
1,0.912538545,3,15,493,533,440,479,336,2,0
1,0.395537806,13,155,768,768,670,670,330,8,0
1,0.799234775,6,38,1533,1545,1473,1485,1456,3,0
1,0.810319257,12,81,1321,1368,1266,1311,1279,5,0
1,0,4,32,829,829,712,712,137,0,0
1,0,1,13,2555,2557,2234,2236,2281,4,0
1,0.99107606,6,53,3935,4062,3383,3510,2957,0,0
1,0.309543429,1,14,1541,2599,1211,1873,2241,0,0
1,0.902943254,0,0,0,0,0,0,0,0,0
1,0.739911353,3,30,1016,1017,951,952,468,0,0
1,0.81506429,24,144,1888,2006,1595,1694,1865,18,0
1,0,3,16,429,430,426,427,396,0,0
1,0.529360865,8,46,3644,3672,3166,3194,2709,3,0
1,0.959249884,10,89,4089,4089,3410,3410,3118,4,0
1,0.852626472,1,27,4595,4634,3612,3650,3951,0,0
1,0,0,0,0,0,0,0,0,10,0
1,0.846757912,24,259,720,720,720,720,703,91,0
1,0.980097484,23,160,3061,4203,2509,3458,3227,3,0
1,0.490897943,13,89,2007,2011,1497,1501,1798,14,0
1,0.790268097,7,54,2454,3653,2225,3185,2710,15,0
1,0.702466551,6,67,1756,1756,1436,1436,1451,7,0
1,0.781372702,7,54,2345,2357,1908,1919,2258,2,0
2,0.100973942,12,75,122,122,122,122,100,4,0
1,0.89663562,15,102,895,895,833,833,871,1,0
1,0.877106612,3,20,402,566,353,517,503,0,0
1,0.975664138,3,52,1600,1611,1381,1392,775,0,0
1,0,1,15,853,921,718,786,392,2,0
1,0.490897943,13,89,2007,2011,1497,1501,1798,14,0
1,0.843014989,7,44,1476,1578,1323,1414,1106,0,0
1,0.562987437,7,49,843,907,769,833,846,6,0
1,1,1,11,636,657,495,516,500,1,0
1,0,1,8,1631,1642,1315,1326,1473,0,0
1,0,0,0,0,0,0,0,0,0,0
1,0,1,10,1635,1667,1510,1542,1530,4,0
1,0,0,0,0,0,0,0,0,15,0
1,0.661553852,5,21,1068,1083,1036,1051,1008,0,0
1,0.625262405,4,37,669,669,638,638,172,4,0
1,0.943777316,7,51,585,601,480,496,443,15,0
1,0.654660383,4,23,606,655,500,549,397,1,0
2,0.659653739,16,71,322,495,265,403,432,70,0
1,0.799234775,6,38,1533,1545,1473,1485,1456,3,0
1,0.702591182,3,24,569,608,431,470,453,10,0
1,0.99022469,2,51,1313,1329,1139,1155,833,7,0
1,0.872009434,4,43,2940,2947,2490,2497,2834,8,0
1,0.64525271,11,56,2694,3224,2223,2699,3066,0,0
1,0.562987437,7,49,843,907,769,833,846,6,0
1,0.974489403,3,21,1002,1002,987,987,824,4,0
1,0.985228136,8,38,545,547,545,547,532,0,0
1,0.692828151,2,19,2285,2287,2041,2043,1379,0,0
1,0.928139351,0,0,0,0,0,0,0,14,0
1,0.723220893,6,113,2660,2663,2226,2229,2589,9,0
1,0.768436984,4,24,490,507,437,450,349,8,0
1,0.954434003,3,17,650,653,638,641,515,0,0
1,0,1,17,2816,2825,2553,2562,1989,1,0
2,0.937150989,8,49,210,286,210,286,193,0,0
1,0.132065356,2,9,1462,1622,1107,1262,1230,8,0
2,0.822832533,22,110,2578,2882,2194,2397,1902,6,0
1,0.706274089,5,37,1756,1758,1596,1598,315,2,0
1,0,3,21,831,1183,776,1037,409,2,0
1,0.912538545,3,15,493,533,440,479,336,2,0
1,0.163860513,2,13,1243,1249,1065,1071,1088,6,0
1,0,7,38,480,739,418,668,313,0,0
1,0.973719648,7,68,2752,2773,2494,2515,1899,2,0
1,0.859408655,2,15,437,437,376,376,391,0,0
1,0.649828365,9,46,2649,2650,2381,2382,2463,7,0
1,0.81506429,24,144,1888,2006,1595,1694,1865,18,0
1,0.932063701,4,78,1546,1717,1369,1499,719,16,0
1,0.721928095,2,43,716,754,582,620,411,0,0
1,0.833540402,8,79,297,346,287,326,203,12,0
1,0,1,8,1631,1642,1315,1326,1473,0,0
1,0.787222605,5,39,1639,1647,1552,1560,1508,0,0
1,0.420652198,15,190,1032,1032,970,970,397,2,0
1,0.654660383,4,23,606,655,500,549,397,1,0
1,0.64525271,11,56,2694,3224,2223,2699,3066,0,0
1,0.605186577,9,86,1882,1886,1390,1394,1673,10,0
1,0.473474684,2,22,151,522,151,466,346,1,0
1,0,5,28,646,648,560,562,397,4,0
1,0.388212993,9,163,1610,1791,1427,1550,612,8,0
1,0.64525271,11,56,2694,3224,2223,2699,3066,0,0
1,0.89663562,15,102,895,895,833,833,871,1,0
1,0.861931617,7,41,2758,2886,2369,2478,1802,7,0
1,0.712064055,2,14,1081,1319,1030,1268,1251,0,0
1,0.962597667,6,28,120,305,120,257,165,5,0
1,0.554778163,3,11,494,534,441,480,337,5,0
2,0.384427037,8,32,561,591,479,509,351,0,0
1,0.859147106,4,25,126,310,126,284,264,7,0
1,0,0,0,0,0,0,0,0,15,0
1,0,2,8,2326,2367,2039,2080,2216,5,0
1,0.615253891,6,57,1972,1976,1470,1474,1758,3,0
1,0.929942935,3,20,782,783,757,758,642,5,0
1,0.662180572,3,72,1221,1255,1037,1071,562,1,0
1,0.249882293,5,31,490,491,422,423,356,4,0
1,0.978622795,2,22,671,675,634,638,201,0,0
1,0,6,27,1580,1591,1433,1444,1371,3,0
1,0,1,17,2816,2825,2553,2562,1989,1,0
1,0.929318542,25,137,2843,2852,2342,2351,2606,4,0
1,0.662180572,3,72,1221,1255,1037,1071,562,1,0
1,0.974489403,3,21,1002,1002,987,987,824,4,0
1,0.518990046,5,37,1690,1796,1548,1649,1698,7,0
1,0,3,16,429,430,426,427,396,0,0
1,0.362051252,3,26,2612,3453,2079,2463,3049,15,0
1,0,8,44,1067,1067,808,808,864,2,0
1,0.64525271,11,56,2694,3224,2223,2699,3066,0,0
1,0.790268097,7,54,2454,3653,2225,3185,2710,15,0
1,0.836640742,3,37,745,809,554,618,625,0,0
1,0.721928095,2,43,716,754,582,620,411,0,0
1,0.771735801,6,31,1339,1339,1280,1280,148,79,0
1,0.672730605,10,61,2050,2211,1598,1758,2088,8,0
1,0.875274698,1,10,254,255,253,254,221,0,0
1,0.889405618,3,44,1426,1642,1241,1414,692,4,0
1,0.811278124,1,7,3648,4131,3134,3522,3116,0,0
1,0.670387256,8,38,624,630,506,510,484,59,0
1,0,0,0,0,0,0,0,0,0,0
1,0.625262405,1,7,2851,2868,2472,2489,2717,1,0
1,0.836640742,3,37,745,809,554,618,625,0,0
1,0.838036844,0,0,0,0,0,0,0,0,0
1,0.84185219,7,103,1429,1439,1296,1306,617,5,0
1,0.706274089,5,37,1756,1758,1596,1598,315,2,0
1,0.51594693,3,25,514,517,419,422,344,9,0
1,0.981940787,0,0,0,0,0,0,0,4,0
1,0.859147106,4,25,126,310,126,284,264,7,0
1,0,5,28,646,648,560,562,397,4,0
1,0.875274698,1,10,254,255,253,254,221,0,0
2,0.337290067,2,24,441,441,412,412,436,2,0
1,0.988626356,1,6,1321,1324,1255,1258,125,1,0
1,0,0,0,0,0,0,0,0,0,0
1,0.473474684,2,22,151,522,151,466,346,1,0
1,0.723220893,6,113,2660,2663,2226,2229,2589,9,0
1,0.99107606,1,41,1376,1389,1143,1156,809,3,0
1,0.988626356,1,6,1321,1324,1255,1258,125,1,0
1,0,7,38,480,739,418,668,313,0,0
1,0.988626356,1,6,1321,1324,1255,1258,125,1,0
1,0.799234775,6,38,1533,1545,1473,1485,1456,3,0
1,0,2,8,2326,2367,2039,2080,2216,5,0
1,0.988626356,1,6,1321,1324,1255,1258,125,1,0
1,0,4,32,829,829,712,712,137,0,0
1,0.944522061,32,156,614,624,509,519,443,1,0
1,0.972013272,6,35,2318,2555,1964,2189,2433,17,0
1,0,1,13,2555,2557,2234,2236,2281,4,0
1,0.89467531,8,45,227,227,226,226,194,0,0
1,0.836640742,3,37,745,809,554,618,625,0,0
1,0.764204507,1,6,2419,2636,2036,2253,2408,1,0
1,0.944522061,32,156,614,624,509,519,443,1,0
1,0.877106612,3,20,402,566,353,517,503,0,0
1,0.706274089,5,37,1756,1758,1596,1598,315,2,0
1,0.81506429,24,144,1888,2006,1595,1694,1865,18,0
1,0.859147106,4,25,126,310,126,284,264,7,0
1,0.811278124,1,7,3648,4131,3134,3522,3116,0,0
2,0.689391747,3,11,717,807,545,630,615,0,0
1,0.995727452,0,0,0,0,0,0,0,0,0
1,0.998755292,12,98,1326,1331,1104,1109,477,22,0
1,0,8,38,2026,2032,1612,1617,1765,0,0
1,0.77377973,7,63,1644,1644,1494,1494,819,22,0
1,0.932063701,4,78,1546,1717,1369,1499,719,16,0
1,0,1,25,2035,2876,1715,2305,1009,5,0
1,0.975664138,3,52,1600,1611,1381,1392,775,0,0
1,0.787126586,0,0,0,0,0,0,0,8,0
1,0,14,78,647,648,560,561,400,5,0
1,0.811278124,1,7,3648,4131,3134,3522,3116,0,0
1,0.6265763,4,26,2052,2070,1598,1616,1856,2,0
1,0.783038866,2,13,2590,3086,2164,2651,2224,0,0
1,0.999411065,5,45,1446,1461,1073,1088,400,0,0
1,0.692828151,2,19,2285,2287,2041,2043,1379,0,0
1,0,3,13,742,800,702,747,171,0,0
1,0,2,8,2326,2367,2039,2080,2216,5,0
1,0,0,0,0,0,0,0,0,24,0
1,0.889405618,3,44,1426,1642,1241,1414,692,4,0
1,0,1,8,1512,1577,1375,1427,235,0,0
1,0.490897943,13,89,2007,2011,1497,1501,1798,14,0
1,0.672297773,6,26,612,637,486,505,479,40,0
1,0,1,8,1512,1577,1375,1427,235,0,0
1,0.561752608,8,43,2060,2062,1735,1737,1960,3,0
1,0.790862379,0,0,0,0,0,0,0,4,0
1,0,8,44,1067,1067,808,808,864,2,0
1,0.999142104,7,48,144,161,144,161,153,0,0
1,0.625262405,4,37,669,669,638,638,172,4,0
1,0.915182006,9,82,234,235,233,234,203,2,0
1,0.969194816,8,67,3710,3713,3069,3072,2488,18,0
1,0.9915324,2,16,1465,3051,1236,2493,1838,0,0
2,0.822832533,22,110,2578,2882,2194,2397,1902,6,0
1,0.974024864,3,62,1120,1344,980,1150,686,3,0
1,0.490897943,13,89,2007,2011,1497,1501,1798,14,0
1,0.783038866,2,13,2590,3086,2164,2651,2224,0,0
1,0.472547222,3,34,204,228,197,221,113,0,0
1,0.820282813,2,11,1485,1491,1402,1408,1395,1,0
1,0,4,32,829,829,712,712,137,0,0
1,0,0,0,0,0,0,0,0,10,0
1,0.224243824,4,32,3204,4096,2607,3247,3910,0,0
1,0.591672779,3,27,1466,1696,1299,1529,1565,3,0
1,0.748729523,1,11,1925,2425,1602,1975,2158,17,0
1,0.859147106,4,25,126,310,126,284,264,7,0
1,0.661553852,5,21,1068,1083,1036,1051,1008,0,0
1,0.875274698,1,10,254,255,253,254,221,0,0
2,0.822832533,22,110,2578,2882,2194,2397,1902,6,0
1,0.672297773,6,26,612,637,486,505,479,40,0
1,0,0,0,0,0,0,0,0,10,0
2,0.100973942,12,75,122,122,122,122,100,4,0
1,0.973719648,7,68,2752,2773,2494,2515,1899,2,0
1,0.51594693,3,25,514,517,419,422,344,9,0
1,0,1,13,2555,2557,2234,2236,2281,4,0
1,0.427449964,5,35,3809,3833,3242,3266,2793,7,0
1,0,3,16,786,812,601,620,473,0,0
1,0.672730605,10,61,2050,2211,1598,1758,2088,8,0
1,0.765043628,5,42,4216,4216,3749,3749,3177,12,0
1,0.988626356,1,6,1321,1324,1255,1258,125,1,0
1,0,4,21,539,586,494,541,64,1,0
1,0.224243824,4,32,3204,4096,2607,3247,3910,0,0
1,0.163860513,2,13,1243,1249,1065,1071,1088,6,0
1,0.472547222,3,34,204,228,197,221,113,0,0
2,0.822832533,22,110,2578,2882,2194,2397,1902,6,0
1,0.985228136,3,23,1846,1879,1535,1568,1661,4,0
1,0.743393372,18,170,1595,1638,1430,1459,523,11,0
1,0.902943254,0,0,0,0,0,0,0,0,0
1,0.702591182,3,24,569,608,431,470,453,10,0
2,0.100973942,12,75,122,122,122,122,100,4,0
1,0,3,40,1191,1197,1064,1070,398,0,0
1,0,3,16,786,812,601,620,473,0,0
1,0.938824102,4,32,1021,1168,996,1142,919,0,0
1,0.99022469,2,51,1313,1329,1139,1155,833,7,0
1,0.845350937,2,36,1267,1826,1046,1518,813,10,0
1,0,0,0,0,0,0,0,0,10,0
1,0.985228136,8,38,545,547,545,547,532,0,0
1,0,6,48,3438,3439,2687,2688,3123,0,0
1,0,8,44,1067,1067,808,808,864,2,0
1,0.768436984,4,24,490,507,437,450,349,8,0
1,0.881290899,5,82,2644,2647,2404,2407,1516,2,0
2,0.988029862,4,25,365,367,326,328,357,3,0
1,0.883895819,10,160,1323,1339,1130,1146,613,4,0
1,0.610517711,9,141,1871,1871,1733,1733,356,0,0
1,0.87370652,4,24,413,453,411,451,395,0,0
1,0.732627825,1,16,1135,1437,1103,1368,1401,0,0
1,0.841441022,16,102,1413,1419,1358,1364,1323,6,0
1,0.878346328,16,129,3241,3253,2718,2730,3043,5,0
1,0.721928095,2,43,716,754,582,620,411,0,0
2,0.448547706,5,31,574,616,482,524,366,6,0
1,0.737693641,22,133,1639,1639,1444,1444,1548,1,0
1,0.845350937,2,36,1267,1826,1046,1518,813,10,0
1,0.362051252,3,26,2612,3453,2079,2463,3049,15,0
1,0.999411065,5,45,1446,1461,1073,1088,400,0,0
1,0.662180572,3,72,1221,1255,1037,1071,562,1,0
1,0.934849024,0,0,0,0,0,0,0,7,0
1,0,0,0,0,0,0,0,0,10,0
1,0.672297773,6,26,612,637,486,505,479,40,0
1,0.908178347,1,11,2992,3082,2730,2820,2854,7,0
1,0.912538545,3,15,493,533,440,479,336,2,0
1,0.71401528,7,46,2519,2558,2100,2133,2411,13,0
1,0.995378439,3,23,3248,3249,2908,2909,2805,6,0
1,0.618927156,10,63,1663,1690,1498,1525,1340,9,0
1,0.706274089,5,37,1756,1758,1596,1598,315,2,0
1,0.972013272,6,35,2318,2555,1964,2189,2433,17,0
1,0.610517711,9,141,1871,1871,1733,1733,356,0,0
1,0.453716339,1,6,1389,1935,1337,1724,1821,1,0
1,0,1,8,1823,1823,1689,1689,779,0,0
2,0.822832533,22,110,2578,2882,2194,2397,1902,6,0
1,0.875274698,1,10,254,255,253,254,221,0,0
1,0.748729523,1,11,1925,2425,1602,1975,2158,17,0
1,0.975664138,3,52,1600,1611,1381,1392,775,0,0
1,0.522559375,0,0,0,0,0,0,0,3,0
1,0.719987714,3,21,141,378,141,298,233,5,0
1,0.561080601,5,27,190,206,190,206,152,16,0
2,0.822832533,22,110,2578,2882,2194,2397,1902,6,0
1,0.843014989,7,44,1476,1578,1323,1414,1106,0,0
1,0.672730605,10,61,2050,2211,1598,1758,2088,8,0
1,0.739911353,3,30,1016,1017,951,952,468,0,0
1,1,2,16,3911,3912,3047,3048,2789,0,0
1,0,3,16,786,812,601,620,473,0,0
1,0.970950594,1,63,1722,1722,1440,1440,691,0,0
1,0,0,0,0,0,0,0,0,9,0
1,0,8,44,1067,1067,808,808,864,2,0
2,0.865383837,3,22,237,237,226,226,220,0,0
1,0,1,10,2398,3758,2002,3066,2795,0,0
1,0.970950594,8,84,1179,1179,1029,1029,1120,0,0
1,0,1,13,2555,2557,2234,2236,2281,4,0
1,0.80609147,1,8,1079,1110,1064,1095,901,4,0
1,0,0,0,0,0,0,0,0,9,0
1,0.543564443,3,20,750,1065,738,1053,1043,1,0
1,0.975664138,3,52,1600,1611,1381,1392,775,0,0
1,0.946480851,5,29,2288,2766,2126,2549,1902,7,0
1,0.881290899,2,66,641,644,582,585,488,21,0
1,0.969194816,8,67,3710,3713,3069,3072,2488,18,0
1,0,4,43,672,682,556,566,447,0,0
1,0,1,9,1954,2259,1524,1715,19,0,0
1,0.566509507,3,22,1695,1715,1436,1456,1650,0,0
1,0,4,21,539,586,494,541,64,1,0
1,0,1,16,2252,3304,1819,2444,2786,0,0
1,0.713357502,12,74,678,707,607,634,677,5,0
1,0.881290899,5,82,2644,2647,2404,2407,1516,2,0
1,0.999142104,7,48,144,161,144,161,153,0,0
1,0.978622795,2,22,671,675,634,638,201,0,0
2,0.689391747,3,11,717,807,545,630,615,0,0
1,0,3,11,912,1044,874,1006,824,0,0
1,0.746949225,0,0,0,0,0,0,0,6,0
2,0.384427037,8,32,561,591,479,509,351,0,0
1,0.99982926,0,0,0,0,0,0,0,4,0
1,0,0,0,0,0,0,0,0,0,0
1,0.554778163,3,11,494,534,441,480,337,5,0
1,0.930586129,9,45,1448,1538,1070,1155,655,0,0
1,0,1,9,2395,2395,2283,2283,1936,0,0
2,0.529360865,0,0,0,0,0,0,0,0,0
1,0.878346328,16,129,3241,3253,2718,2730,3043,5,0
1,0,2,14,764,827,725,762,223,5,0
1,0.861931617,7,41,2758,2886,2369,2478,1802,7,0
1,0.999591034,5,27,574,586,496,508,403,9,0
1,0,0,0,0,0,0,0,0,0,0
1,0.881290899,2,66,641,644,582,585,488,21,0
1,0.980097484,23,160,3061,4203,2509,3458,3227,3,0
1,0.841441022,16,102,1413,1419,1358,1364,1323,6,0
1,0.985228136,3,23,1846,1879,1535,1568,1661,4,0
1,0,4,38,933,933,821,821,240,2,0
1,0.654660383,4,23,606,655,500,549,397,1,0
1,0.790268097,7,54,2454,3653,2225,3185,2710,15,0
1,0.867637383,8,52,2064,2084,1616,1633,1832,2,0
2,0.730574908,5,27,176,202,175,201,86,1,0
1,0.640944185,0,0,0,0,0,0,0,7,0
1,0.80609147,1,8,1079,1110,1064,1095,901,4,0
1,0.419037402,0,0,0,0,0,0,0,6,0
2,0.337290067,2,24,441,441,412,412,436,2,0
1,0.978622795,2,22,671,675,634,638,201,0,0
1,0,0,0,0,0,0,0,0,24,0
1,0.846757912,24,259,720,720,720,720,703,91,0
1,0,1,13,2555,2557,2234,2236,2281,4,0
1,0,7,38,480,739,418,668,313,0,0
1,0.878346328,16,129,3241,3253,2718,2730,3043,5,0
1,0.877106612,3,20,402,566,353,517,503,0,0
1,0.820282813,2,11,1485,1491,1402,1408,1395,1,0
1,0.518990046,5,37,1690,1796,1548,1649,1698,7,0
1,0.649828365,9,46,2649,2650,2381,2382,2463,7,0
1,0.731068491,2,17,1465,1466,1346,1347,1379,14,0
1,0.704800247,2,20,1285,1320,1141,1165,1149,1,0
1,0,1,21,1155,1155,1014,1014,647,0,0
1,0.810300255,7,32,836,970,833,967,904,20,0
1,0.998904744,0,0,0,0,0,0,0,4,0
1,0.790862379,0,0,0,0,0,0,0,4,0
1,0.783038866,2,13,2590,3086,2164,2651,2224,0,0
1,0.767143152,3,36,1408,1416,1166,1173,1358,2,0
1,0,3,13,742,800,702,747,171,0,0
1,0.99107606,6,53,3935,4062,3383,3510,2957,0,0
1,0.610517711,9,141,1871,1871,1733,1733,356,0,0
1,0.672297773,6,26,612,637,486,505,479,40,0
1,0.918295834,2,12,989,1184,904,1072,262,0,0
1,0.427449964,5,35,3809,3833,3242,3266,2793,7,0
1,0.487968533,0,0,0,0,0,0,0,11,0
1,0.881290899,2,20,768,782,768,781,764,2,0
1,0.999591034,5,27,574,586,496,508,403,9,0
1,0.80609147,1,8,1079,1110,1064,1095,901,4,0
1,0,2,12,740,822,576,638,643,0,0
1,0.805893136,2,20,3079,3359,2678,2952,2470,0,0
1,0,0,0,0,0,0,0,0,0,0
1,0.380946586,4,86,737,738,585,586,337,6,0
1,0,4,43,672,682,556,566,447,0,0
1,0.625262405,4,37,669,669,638,638,172,4,0
1,0.80609147,1,8,1079,1110,1064,1095,901,4,0
1,0.684038436,21,238,3608,3632,3079,3103,2606,4,0
1,0.51770884,3,12,1447,1448,1379,1380,756,16,0
1,0.560737741,7,62,1849,1849,1360,1360,1636,26,0
1,0.546583098,1,12,943,1058,632,745,659,0,0
1,0,5,28,646,648,560,562,397,4,0
1,0.764204507,1,6,2419,2636,2036,2253,2408,1,0
1,0.536499283,0,0,0,0,0,0,0,0,0
1,0.954434003,3,17,650,653,638,641,515,0,0
1,0.537515933,4,20,795,796,767,768,656,1,0
1,0.89663562,15,102,895,895,833,833,871,1,0
1,1,2,27,2764,2778,2309,2323,2715,0,0
1,0.391243564,2,29,683,754,621,692,301,2,0
1,0.71401528,7,46,2519,2558,2100,2133,2411,13,0
1,0.616166193,1,5,689,884,682,858,722,5,0
1,0.600608575,3,43,3528,3528,2859,2859,2555,12,0
2,0.689391747,3,11,717,807,545,630,615,0,0
1,0.526617066,1,12,2916,2931,2755,2770,2084,12,0
1,0.997180399,7,40,616,650,490,524,460,4,0
1,0.783038866,2,13,2590,3086,2164,2651,2224,0,0
1,0.929942935,3,20,782,783,757,758,642,5,0
1,0.391243564,4,24,2018,2019,1836,1837,449,0,0
1,0.947561812,1,19,360,375,355,370,321,23,0
1,0.972013272,6,35,2318,2555,1964,2189,2433,17,0
1,0.616166193,1,5,689,884,682,858,722,5,0
1,0.810300255,7,32,836,970,833,967,904,20,0
1,0.655942076,13,93,1794,1844,1726,1772,1044,4,0
1,0.883895819,10,160,1323,1339,1130,1146,613,4,0
1,0.266764988,18,112,631,734,583,686,685,0,0
1,0.81506429,24,144,1888,2006,1595,1694,1865,18,0
1,0.999142104,7,48,144,161,144,161,153,0,0
1,0,3,15,744,746,717,719,82,1,0
1,0.99022469,2,51,1313,1329,1139,1155,833,7,0
1,0.224243824,4,32,3204,4096,2607,3247,3910,0,0
1,0.388212993,9,163,1610,1791,1427,1550,612,8,0
1,0.36505519,4,21,2372,2374,2074,2076,2106,2,0
1,0.721928095,2,14,1168,1201,1124,1157,1147,0,0
1,0.235193382,4,16,1956,3169,1763,2762,2861,0,0
1,0.713357502,12,74,678,707,607,634,677,5,0
1,0.787126586,0,0,0,0,0,0,0,8,0
1,0,3,15,744,746,717,719,82,1,0
1,0.546583098,1,12,943,1058,632,745,659,0,0
2,0.337290067,2,24,441,441,412,412,436,2,0
1,0.970950594,8,84,1179,1179,1029,1029,1120,0,0
1,0.721928095,2,14,1168,1201,1124,1157,1147,0,0
1,0.672297773,6,26,612,637,486,505,479,40,0
1,0,5,28,646,648,560,562,397,4,0
1,0.859408655,2,15,437,437,376,376,391,0,0
1,0.787126586,0,0,0,0,0,0,0,8,0
1,0.908178347,1,11,2992,3082,2730,2820,2854,7,0
1,0.893571102,3,18,1005,1022,943,960,960,6,0
1,0.975664138,3,52,1600,1611,1381,1392,775,0,0
2,0.689391747,3,11,717,807,545,630,615,0,0
1,0.864577972,8,142,1425,1427,1243,1245,628,14,0
1,0.859147106,4,25,126,310,126,284,264,7,0
1,0.51594693,3,25,514,517,419,422,344,9,0
1,0.913055198,3,22,2445,2610,2167,2306,1640,4,0
1,0.702591182,3,24,569,608,431,470,453,10,0
1,0.768436984,4,24,490,507,437,450,349,8,0
1,0.420652198,15,190,1032,1032,970,970,397,2,0
1,0,7,38,480,739,418,668,313,0,0
1,0.723220893,6,113,2660,2663,2226,2229,2589,9,0
1,0,0,0,0,0,0,0,0,9,0
1,0,1,10,1635,1667,1510,1542,1530,4,0
1,0,4,35,3200,3258,2818,2876,2319,2,0
1,0.918295834,0,0,0,0,0,0,0,1,0
1,0,9,61,2155,2158,2029,2032,1980,2,0
