contains_bug,entropy,add_num_nodes,add_num_edges,add_avg_in_degree,add_avg_out_degree,add_max_degree,add_sum_degree,add_avg_degree,add_median_degree,del_max_degree
False,2.074489407,0,0,0.0,0.0,0,0,0,0,0
False,0.0,0,0,0.0,0.0,0,0,0,0,0
False,1.0,0,0,0.0,0.0,0,0,0,0,0
False,0.0,0,0,0.0,0.0,0,0,0,0,0
False,1.435520504,0,0,0.0,0.0,0,0,0,0,0
False,1.248268258,0,0,0.0,0.0,0,0,0,0,0
False,1.0,0,0,0.0,0.0,0,0,0,0,0
False,2.240873193,0,0,0.0,0.0,0,0,0,0,0
False,2.228753211,0,0,0.0,0.0,0,0,0,0,0
False,2.346757523,0,0,0.0,0.0,0,0,0,0,0
False,0.836640742,8,9,1.125,1.125,4,18,2,2,4
False,1.224394445,0,0,0.0,0.0,0,0,0,0,0
False,1.088994011,0,0,0.0,0.0,0,0,0,0,0
False,1.203586382,0,0,0.0,0.0,0,0,0,0,0
False,0.811278124,0,0,0.0,0.0,0,0,0,0,0
False,3.20531945,0,0,0.0,0.0,0,0,0,0,0
False,0.0,0,0,0.0,0.0,0,0,0,0,0
False,1.0,0,0,0.0,0.0,0,0,0,0,0
False,2.664386548,19,39,2.0526,2.0526,13,78,4,3,13
False,1.0,0,0,0.0,0.0,0,0,0,0,0
False,0.0,0,0,0.0,0.0,0,0,0,0,0
False,1.366651818,33,66,2.0,2.0,17,132,4,3,14
False,2.96938942,4,4,1.0,1.0,5,8,2,1,5
False,0.439496987,0,0,0.0,0.0,0,0,0,0,0
False,2.266336251,29,54,1.8621,1.8621,13,108,3,3,11
False,3.456339953,22,41,1.8636,1.8636,12,82,3,3,12
False,0.816416421,0,0,0.0,0.0,0,0,0,0,0
False,0.503258335,0,0,0.0,0.0,0,0,0,0,0
False,0.650022422,17,28,1.6471,1.6471,11,56,3,3,12
False,0.672294817,0,0,0.0,0.0,0,0,0,0,0
False,0.0,0,0,0.0,0.0,0,0,0,0,0
False,0.811278124,0,0,0.0,0.0,0,0,0,0,0
False,0.904381458,0,0,0.0,0.0,0,0,0,0,0
False,4.072226416,0,0,0.0,0.0,0,0,0,0,0
False,1.410216342,27,49,1.8148,1.8148,12,98,3,3,8
False,1.240670532,0,0,0.0,0.0,0,0,0,0,0
False,0.283732299,0,0,0.0,0.0,0,0,0,0,0
False,0.672294817,0,0,0.0,0.0,0,0,0,0,0
False,0.439496987,0,0,0.0,0.0,0,0,0,0,0
False,1.291314689,15,21,1.4,1.4,10,42,2,2,9
False,0.0,0,0,0.0,0.0,0,0,0,0,0
False,0.0,0,0,0.0,0.0,0,0,0,0,0
False,0.672294817,0,0,0.0,0.0,0,0,0,0,0
False,1.594372224,0,0,0.0,0.0,0,0,0,0,0
False,0.964057222,20,30,1.5,1.5,9,60,3,2,6
False,0.863120569,0,0,0.0,0.0,0,0,0,0,0
False,0.579265456,27,47,1.7407,1.7407,10,94,3,3,10
False,1.0,0,0,0.0,0.0,0,0,0,0,0
False,2.240873193,0,0,0.0,0.0,0,0,0,0,0
False,0.0,0,0,0.0,0.0,0,0,0,0,0
False,1.804895651,20,29,1.45,1.45,8,58,3,2,7
False,0.091113741,0,0,0.0,0.0,0,0,0,0,0
False,1.622196665,0,0,0.0,0.0,0,0,0,0,0
False,1.366651818,33,66,2.0,2.0,17,132,4,3,14
False,2.266336251,29,54,1.8621,1.8621,13,108,3,3,11
False,1.402081403,0,0,0.0,0.0,0,0,0,0,0
False,1.0,0,0,0.0,0.0,0,0,0,0,0
False,2.584962501,0,0,0.0,0.0,0,0,0,0,0
False,0.979868757,0,0,0.0,0.0,0,0,0,0,0
False,1.167267424,0,0,0.0,0.0,0,0,0,0,0
False,0.845350937,0,0,0.0,0.0,0,0,0,0,0
False,0.0,0,0,0.0,0.0,0,0,0,0,0
False,1.0,0,0,0.0,0.0,0,0,0,0,0
False,0.522559375,0,0,0.0,0.0,0,0,0,0,0
False,2.395725518,28,57,2.0357,2.0357,13,114,4,3,13
False,0.0,0,0,0.0,0.0,0,0,0,0,0
False,0.0,12,17,1.4167,1.4167,8,34,2,2,0
False,0.591672779,0,0,0.0,0.0,0,0,0,0,0
False,0.196935458,0,0,0.0,0.0,0,0,0,0,0
False,0.0,0,0,0.0,0.0,0,0,0,0,0
False,0.0,0,0,0.0,0.0,0,0,0,0,0
False,1.0,0,0,0.0,0.0,0,0,0,0,0
False,0.41381685,0,0,0.0,0.0,0,0,0,0,0
False,0.811278124,0,0,0.0,0.0,0,0,0,0,0
False,1.24273038,0,0,0.0,0.0,0,0,0,0,0
False,2.276038145,18,36,2.0,2.0,12,72,4,3,19
False,0.0,0,0,0.0,0.0,0,0,0,0,0
False,0.764204507,0,0,0.0,0.0,0,0,0,0,0
False,0.0,12,17,1.4167,1.4167,8,34,2,2,0
False,1.491813494,0,0,0.0,0.0,0,0,0,0,0
False,0.672294817,0,0,0.0,0.0,0,0,0,0,0
False,2.008762709,28,44,1.5714,1.5714,12,88,3,2,7
False,2.074489407,0,0,0.0,0.0,0,0,0,0,0
False,0.650022422,7,9,1.2857,1.2857,5,18,2,2,6
False,0.918295834,0,0,0.0,0.0,0,0,0,0,0
False,1.384431504,0,0,0.0,0.0,0,0,0,0,0
False,0.0,0,0,0.0,0.0,0,0,0,0,0
False,1.52623491,0,0,0.0,0.0,0,0,0,0,0
False,0.60150718,0,0,0.0,0.0,0,0,0,0,0
False,0.345117315,0,0,0.0,0.0,0,0,0,0,0
False,1.923794941,4,3,0.75,0.75,3,6,1,1,8
False,0.485460761,0,0,0.0,0.0,0,0,0,0,0
False,0.591672779,0,0,0.0,0.0,0,0,0,0,0
False,0.764204507,0,0,0.0,0.0,0,0,0,0,0
False,2.181105718,41,91,2.2195,2.2195,19,182,4,3,13
False,0.876064368,30,59,1.9667,1.9667,15,118,3,3,15
False,1.594372224,0,0,0.0,0.0,0,0,0,0,0
False,1.382102253,0,0,0.0,0.0,0,0,0,0,0
False,0.970950594,0,0,0.0,0.0,0,0,0,0,0
False,1.319521298,16,23,1.4375,1.4375,8,46,2,2,8
False,0.918295834,0,0,0.0,0.0,0,0,0,0,0
False,2.758243361,0,0,0.0,0.0,0,0,0,0,0
False,0.0,0,0,0.0,0.0,0,0,0,0,0
False,0.35561751,0,0,0.0,0.0,0,0,0,0,0
False,0.503258335,0,0,0.0,0.0,0,0,0,0,0
False,0.778694295,0,0,0.0,0.0,0,0,0,0,0
False,2.22640185,29,60,2.069,2.069,15,120,4,3,15
False,0.985228136,0,0,0.0,0.0,0,0,0,0,0
False,0.174371453,0,0,0.0,0.0,0,0,0,0,0
False,0.862922905,0,0,0.0,0.0,0,0,0,0,0
False,0.149811367,0,0,0.0,0.0,0,0,0,0,0
False,0.863120569,0,0,0.0,0.0,0,0,0,0,0
False,0.684038436,0,0,0.0,0.0,0,0,0,0,0
False,1.521928095,17,24,1.4118,1.4118,10,48,2,2,8
False,1.224394445,0,0,0.0,0.0,0,0,0,0,0
False,0.787126586,17,27,1.5882,1.5882,11,54,3,2,10
False,1.291314689,15,21,1.4,1.4,10,42,2,2,9
False,2.688629867,0,0,0.0,0.0,0,0,0,0,0
False,0.0,0,0,0.0,0.0,0,0,0,0,0
False,0.811278124,0,0,0.0,0.0,0,0,0,0,0
False,0.970950594,0,0,0.0,0.0,0,0,0,0,0
False,0.811278124,0,0,0.0,0.0,0,0,0,0,0
False,0.749595257,0,0,0.0,0.0,0,0,0,0,0
False,1.410216342,27,49,1.8148,1.8148,12,98,3,3,8
False,0.0,0,0,0.0,0.0,0,0,0,0,0
False,0.778694295,0,0,0.0,0.0,0,0,0,0,0
False,1.295461844,0,0,0.0,0.0,0,0,0,0,0
False,0.918295834,0,0,0.0,0.0,0,0,0,0,0
False,0.0,0,0,0.0,0.0,0,0,0,0,0
False,2.595476028,0,0,0.0,0.0,0,0,0,0,0
False,2.374619039,27,52,1.9259,1.9259,13,104,3,2,14
False,0.811700993,0,0,0.0,0.0,0,0,0,0,0
