contains_bug,ent,nrev,tcmt,age,oexp,argument_list if condition,if condition expr,name if condition,condition expr operator,operator if condition
0,0.0,1,9,15873836.0,3402,0,0,0,0,0
0,0.449617137,0,0,0.0,0,0,0,0,0,0
0,0.0,1,9,865464.0,336,0,0,0,0,0
0,0.0,1,20,3042970.0,1942,0,0,0,1,0
0,0.0,1,5,2768383.0,3400,0,0,0,0,0
0,1.0,2,14,2259278.0,249,0,0,0,0,0
0,0.0,2,19,5635728.643,2964,0,0,0,0,0
0,0.0,2,15,7569085.0,3717,0,0,0,0,0
0,0.0,2,6,9753705.0,490,0,0,0,0,0
0,0.873981048,2,7,13183208.0,1971,0,158,84,48,70
0,0.0,1,3,5255256.0,1833,0,0,0,0,0
0,0.0,2,3,36282770.0,3148,2,43,30,1,11
0,0.918295834,1,5,1487929.0,2920,0,5,2,1,2
0,0.721928095,2,7,1409518.0,2317,0,3,1,1,2
0,0.0,5,25,3239415.0,782,0,22,14,2,4
0,0.895640306,2,17,63923.0,631,0,5,3,1,2
0,0.0,1,5,1631518.0,2769,0,0,0,0,0
0,0.959147917,2,13,14648444.5,189,0,0,0,0,0
0,0.0,3,29,2019735.0,4207,0,0,0,0,0
0,0.770620257,11,53,2829917.6,750,0,27,7,6,6
0,0.0,1,7,5763511.0,345,1,24,3,5,2
0,0.0,2,11,3433262.0,962,0,0,0,0,0
0,0.0,2,19,5332068.5,2876,0,0,0,0,0
0,0.0,2,21,2112243.0,2899,1,5,2,1,2
0,0.0,2,16,267778.0,2703,0,41,26,7,13
0,0.958936193,8,25,2695.0,4121,0,0,0,0,0
0,0.867085747,5,10,1561534.722,3342,0,0,0,0,0
0,0.913866494,13,101,1378943.0,2589,0,15,5,3,3
0,0.473572925,2,12,20910519.0,587,0,13,2,5,2
0,1.0,5,25,6173704.333,734,0,0,0,0,0
0,0.0,5,16,5084461.0,507,0,20,0,14,0
0,0.0,2,3,6060378.0,1030,0,5,2,1,2
0,0.886155577,3,16,1948097.0,982,0,0,0,0,0
0,0.0,2,11,3433262.0,962,0,0,0,0,0
0,0.639154903,3,8,92598.0,663,0,49,12,3,1
0,0.0,10,25,12874319.0,461,0,0,0,0,0
0,0.970950594,2,5,33901309.5,840,0,0,0,0,0
0,0.591672779,3,19,28085487.0,534,0,0,0,0,0
0,0.0,1,4,1278706.0,3295,0,0,0,0,0
0,0.543564443,2,10,865046.0,1128,1,25,6,14,14
0,0.0,1,10,7784064.0,2874,0,1,1,0,0
0,0.353359335,1,10,4305201.0,567,0,0,0,0,0
0,0.837681279,4,21,10402826.67,3008,1,24,8,6,5
0,0.897718479,7,35,773815.0,2142,0,7,4,1,3
0,0.0,2,11,70340.0,1228,0,2,1,0,0
0,0.931405915,6,48,3261426.857,2659,0,0,0,0,0
0,0.811278124,2,10,2632441.0,6069,0,20,2,7,1
0,0.543564443,2,10,865046.0,1128,1,25,6,14,14
0,0.735380337,6,19,4998573.0,1259,0,0,0,0,0
0,0.0,2,4,7925870.0,3339,1,3,1,1,1
0,0.0,2,9,614.0,1331,0,10,4,1,4
0,0.543564443,2,10,865046.0,1128,1,25,6,14,14
0,0.0,2,16,627411.0,857,0,0,0,0,0
0,0.0,3,8,285297.0,1408,0,0,0,0,0
0,0.0,3,9,16079863.0,72,0,0,0,0,0
0,0.825011211,3,18,18365074.75,3181,0,0,0,0,0
0,0.0,2,11,3433262.0,962,0,0,0,0,0
0,0.0,2,19,5332068.5,2876,0,0,0,0,0
0,0.0,2,9,6428909.0,609,1,52,5,14,4
0,0.993886686,9,53,621316.75,1452,0,0,0,0,0
0,0.952920113,1,14,1511377.217,2118,0,0,0,0,0
0,0.713158604,6,33,1500944.333,2982,0,3,1,6,2
0,0.0,1,3,4518133.0,3963,1,10,5,2,4
0,0.0,2,9,9158345.0,626,0,0,0,0,0
0,0.249882293,1,5,145917.0,1365,0,0,0,0,0
0,0.811278124,1,22,0.0,1171,0,2,0,1,1
0,1.0,1,6,1469264.0,3145,0,7,2,3,3
0,0.0,1,5,174145.0,135,0,4,3,0,1
0,0.87147058,3,21,351483.7143,3194,0,21,4,5,2
0,0.0,1,5,22041569.0,1195,0,0,0,0,0
0,0.0,2,5,2946849.0,889,0,0,0,0,0
0,0.0,2,8,14322798.0,3151,0,0,0,0,0
0,0.0,5,17,7026982.0,2176,0,0,0,0,0
0,0.685220383,3,16,73219.0,3658,0,15,2,2,1
0,0.0,7,31,185648.0,1169,0,0,0,0,0
0,0.0,2,14,4283683.0,1209,0,9,2,1,1
0,0.0,6,17,15568.0,652,0,6,3,4,2
0,0.0,1,3,2179755.0,711,1,3,1,1,1
0,0.918295834,2,13,26625.0,604,0,0,0,0,0
0,0.0,2,18,8059.0,2784,0,8,4,1,2
0,0.0,1,3,59666.0,402,0,5,2,1,2
0,0.0,1,7,2246156.0,3121,0,2,1,0,0
0,0.0,2,4,539886.0,1732,0,2,0,1,1
0,0.0,2,9,6428909.0,609,1,52,5,14,4
0,0.905928216,2,6,1550477.0,1020,0,13,6,8,5
0,0.685220383,3,16,73219.0,3658,0,15,2,2,1
0,0.0,4,29,0.0,2860,0,0,0,0,0
0,0.0,2,8,2591770.0,2494,0,0,0,0,0
0,0.0,2,22,30396586.0,548,0,0,0,0,0
0,0.895640306,2,17,63923.0,631,0,5,3,1,2
0,0.0,4,21,94642.0,8824,0,0,0,0,0
0,0.0,4,12,181861.0,426,0,10,4,2,4
0,0.0,2,6,353.0,4383,0,3,0,1,0
0,0.0,3,29,2019735.0,4207,0,0,0,0,0
0,0.949634705,3,15,2568102.083,3987,0,0,0,0,0
0,0.0,2,8,2954583.0,885,0,0,0,0,0
0,0.0,1,29,684723.0,3403,0,15,8,5,6
0,0.543564443,2,24,12684.0,592,0,0,0,0,0
0,0.0,1,18,7820726.0,2794,0,14,0,8,0
0,0.0,7,31,185648.0,1169,0,0,0,0,0
0,0.905928216,2,6,1550477.0,1020,0,13,6,8,5
0,0.42599476,5,14,2057684.0,317,0,10,2,4,1
0,0.0,1,12,129.0,5853,0,0,0,0,0
0,0.0,2,16,627411.0,857,0,0,0,0,0
0,0.0,2,8,265347.0,913,2,18,7,3,6
0,0.0,4,14,3206076.0,212,0,0,0,0,0
0,0.0,3,14,8790844.0,3554,0,0,0,0,0
0,0.529360865,2,8,322359.5,850,0,38,10,3,7
0,0.527386496,3,9,54116.0,2207,0,2,0,1,1
0,0.0,1,20,3042970.0,1942,0,0,0,1,0
0,0.963901269,6,23,2254670.0,1125,0,28,0,6,0
0,0.0,1,4,1278706.0,3295,0,0,0,0,0
0,0.811278124,2,15,1568766.0,2097,0,10,0,4,0
0,0.0,2,8,19356871.0,5464,0,0,0,0,0
0,0.0,5,30,4148337.0,2403,0,45,22,3,18
0,0.0,1,3,179497.0,1496,0,0,0,0,0
0,0.0,1,4,4178249.0,2777,0,3,1,0,1
0,0.0,3,11,1182796.0,2323,0,13,4,3,0
0,0.0,1,3,55703.0,2055,0,0,0,0,0
0,0.0,1,11,228760.0,750,0,0,0,0,0
0,0.867085747,5,10,1561534.722,3342,0,0,0,0,0
0,0.806803458,5,27,3360305.762,581,1,1036,8,199,4
0,0.0,2,4,7925870.0,3339,1,3,1,1,1
0,0.0,1,3,32766217.0,2920,0,0,0,0,0
0,0.971694148,1,10,11287638.0,1695,0,0,0,0,0
0,0.0,1,14,1882734.0,846,0,0,0,0,0
0,0.0,4,14,3206076.0,212,0,0,0,0,0
0,0.0,2,15,16344487.0,2349,0,0,0,0,0
0,0.0,1,18,181011.0,3196,0,2,1,0,0
0,0.0,2,11,70340.0,1228,0,2,1,0,0
0,0.0,3,29,2019735.0,4207,0,0,0,0,0
0,0.811278124,2,15,1568766.0,2097,0,10,0,4,0
0,0.345117315,3,20,2643757.0,1862,0,17,9,1,7
0,0.0,4,12,181861.0,426,0,10,4,2,4
0,0.954434003,2,6,2962590.0,760,0,6,3,1,2
0,0.0,2,19,80557.0,1039,0,0,0,0,0
0,0.0,1,9,326358.0,2968,0,0,0,4,0
0,0.961236605,1,10,1264641.0,2817,0,23,3,3,2
0,0.797175287,1,4,8474223.2,502,0,0,0,0,0
0,0.744262647,2,10,13178.0,367,0,0,0,0,0
0,0.0,2,7,14688622.0,4311,0,0,0,0,0
0,0.0,2,22,280380.0,2503,0,0,0,0,0
0,0.0,1,3,6044931.0,2547,0,0,0,0,0
0,0.87147058,3,21,351483.7143,3194,0,21,4,5,2
0,0.895640306,2,17,63923.0,631,0,5,3,1,2
0,0.760111169,4,30,6419084.929,537,1,22,11,15,9
0,0.0,1,12,418575.0,1539,0,0,0,0,0
0,0.439496987,1,5,3532936.0,3324,0,0,0,0,0
0,0.0,2,12,5429.0,3616,0,0,0,0,0
0,0.0,2,15,965380.0,1121,0,0,0,0,0
0,0.0,1,19,448737.0,453,0,1,0,0,0
0,0.543564443,1,5,10327.0,2152,0,16,6,5,5
0,0.0,1,14,2277.0,6707,0,0,0,0,0
0,0.0,1,3,6814746.0,3509,0,1,1,0,0
0,1.0,3,13,4703871.5,3165,0,0,0,0,0
0,0.0,2,16,267778.0,2703,0,41,26,7,13
0,0.578558006,1,4,725170.8,540,0,0,0,0,0
0,0.0,1,9,4712.0,2585,0,0,0,0,0
0,0.797175287,1,4,8474223.2,502,0,0,0,0,0
0,0.0,2,14,4283683.0,1209,0,9,2,1,1
0,0.706014634,11,48,15797579.0,5197,4,4,0,5,0
0,0.0,3,11,2505384.0,270,0,0,0,0,0
0,0.529360865,2,8,322359.5,850,0,38,10,3,7
0,0.0,2,8,19356871.0,5464,0,0,0,0,0
0,0.0,2,10,2258172.0,960,3,28,9,11,9
0,0.0,2,6,1962308.0,993,0,0,0,0,0
0,0.0,3,13,63001.0,2106,0,0,0,0,0
0,0.0,1,4,1139965.0,1895,0,0,0,0,0
0,0.0,2,8,31481889.0,1074,0,0,0,0,0
0,0.0,3,18,2669552.0,338,0,0,0,0,0
0,0.0,1,14,1701150.0,1236,0,0,0,0,0
0,0.0,3,9,16079863.0,72,0,0,0,0,0
0,0.0,3,15,9499396.0,2378,0,0,0,0,0
0,0.0,1,10,98023.0,4209,0,7,4,0,2
0,0.0,1,2,2352354.0,156,0,0,0,0,0
0,0.0,1,4,902115.0,1210,0,0,0,0,0
0,0.0,1,16,316941.0,368,0,0,0,0,0
0,0.811278124,2,15,1568766.0,2097,0,10,0,4,0
0,0.527386496,3,9,54116.0,2207,0,2,0,1,1
0,0.0,2,5,2946849.0,889,0,0,0,0,0
0,0.0,1,7,2246156.0,3121,0,2,1,0,0
0,0.0,1,10,7784064.0,2874,0,1,1,0,0
0,0.979868757,5,47,1963532.5,5971,1,13,5,3,3
0,0.0,4,38,290454.0,1227,0,4,1,1,1
0,0.0,2,6,40335552.0,3208,0,0,0,0,0
0,0.811278124,2,15,1568766.0,2097,0,10,0,4,0
0,0.882069405,5,21,119549.5,2317,0,0,0,0,0
0,0.0,1,5,2421294.0,1798,0,0,0,0,0
0,0.0,6,18,3274604.0,351,0,0,0,0,0
0,0.0,2,19,80557.0,1039,0,0,0,0,0
0,0.0,3,38,3340485.0,2381,0,0,0,0,0
0,0.0,1,7,48542.0,1951,0,0,0,0,0
0,0.0,2,17,658973.0,389,0,0,0,0,0
0,0.0,1,4,182553.0,1450,0,0,0,0,0
0,0.825011211,3,18,18365074.75,3181,0,0,0,0,0
0,0.0,1,3,5471342.0,3182,0,0,0,0,0
0,0.0,1,7,48542.0,1951,0,0,0,0,0
0,0.0,3,7,8790416.0,3340,2,11,5,1,4
0,0.0,2,9,15354463.0,836,0,32,17,7,14
0,0.0,3,6,443903.0,1737,6,24,8,6,8
0,0.969022256,1,18,3465074.4,4201,0,0,0,0,0
0,0.0,6,33,147.0,3226,0,2,0,2,0
0,0.931405915,6,48,3261426.857,2659,0,0,0,0,0
